#no. particle1         E        px        py        pz particle2         E        px        py        pz
163	 b quark	 93.1794	 52.6948	-3.01533	 76.6752	 b quark	 58.6527	 15.9361	-54.6286	 13.5805
164	 b quark	  34.575	 7.61374	 -1.4569	-33.4345	 b quark	 20.2953	 18.1873	-0.239241	-7.97434
165	 b quark	 101.628	 46.4438	-88.4675	-18.0929	 b quark	 51.6887	 22.6012	 -4.6001	-46.0681
166	 b quark	 56.4865	-19.9487	-49.2187	 18.7834	 b quark	 89.8619	-66.1827	-0.863684	 60.6365
167	 W boson	 91.0135	 3.90969	 33.1468	-26.6211	 W boson	 88.7737	0.456426	  37.028	 -6.9788
168	 Z boson	 101.984	 43.2804	-14.5417	0.915578	 Z boson	 103.774	  9.3208	-48.5849	 2.51507
169	 W boson	 84.6379	-26.0441	-2.58636	 4.21978	 W boson	 83.5165	-4.47026	-0.215293	 22.2303
170	 b quark	 52.0721	 49.9795	-4.87453	 13.1269	 b quark	 73.7662	 48.4299	-54.9508	 7.67629
171	 Z boson	 96.2794	-16.8482	 4.50917	 25.5004	 Z boson	 94.2302	-0.554446	 5.88752	 23.0025
172	 b quark	 76.9274	 76.3247	-2.99544	 8.11981	 b quark	 96.2943	 6.91676	-32.0914	  90.429
173	 b quark	 21.7677	0.0884575	-15.5669	-14.6296	 b quark	 8.83735	 4.52481	-0.789616	-6.28721
174	 b quark	 63.1659	 58.4147	-6.85419	-22.6539	 b quark	 53.8614	 3.59512	 -2.9086	-53.4995
175	 b quark	 33.7463	   1.716	 33.3459	 2.53929	 b quark	 26.2314	 9.71607	 23.9374	 1.79245
176	 b quark	 27.2004	-24.2217	 6.86683	 9.40966	 b quark	 89.6451	-58.6969	 23.4222	 63.4416
177	 b quark	 73.7798	 57.9851	-27.7598	-35.9598	 b quark	 87.5083	 28.1943	-67.3988	-47.9866
178	 b quark	 22.6521	 -16.917	-11.9133	-8.21802	 b quark	 28.0539	-10.1752	-8.52564	-24.3583
179	 b quark	 61.3609	-4.74038	 12.7499	 -59.688	 b quark	 19.2624	-0.678231	 18.2668	-4.40799
180	tau lepton	 36.7741	 36.3756	 4.11982	 3.00388	tau lepton	 53.8938	 48.1892	 8.39523	 22.5546
181	 b quark	 24.2851	 4.29064	-15.9356	-17.3187	 b quark	 22.1967	 15.3851	-3.03844	-15.1422
182	 b quark	 35.7372	-12.0323	 6.41963	-32.7672	 b quark	 97.9824	-38.8784	 82.5982	-35.3424
183	tau lepton	  39.917	-36.3871	 12.6879	  10.257	tau lepton	 19.0146	 -17.658	  5.6147	 3.88148
184	 b quark	 42.3322	-18.2041	 11.7364	 36.1305	 b quark	 70.1534	-52.0722	 35.8271	 30.1485
185	 b quark	 87.6945	 53.0382	-68.7193	 11.7244	 b quark	 36.9531	 30.3072	-16.3053	 12.7931
186	 b quark	 22.9317	  -20.29	-9.57299	 2.25028	 b quark	 111.671	-7.67695	-89.8654	 65.7128
187	 b quark	 17.2711	-15.0331	-6.69021	 3.17248	 b quark	 80.8137	-5.40024	-0.708981	 80.5215
188	 W boson	 102.541	 -1.2015	-15.2115	-61.8138	 W boson	 89.7188	-3.23946	-32.4941	-22.8542
189	 W boson	 85.9694	-4.20545	-24.0245	 18.3055	 W boson	 149.572	-94.2371	-63.3017	 54.9834
190	 b quark	 63.6892	 2.17008	-0.228192	-63.5145	 b quark	 32.2098	 11.5095	-5.46455	 -29.286
191	 b quark	  76.097	0.176848	 73.6581	-18.6477	 b quark	 100.467	 91.1993	 13.2447	-39.7921
192	 b quark	 48.8002	-48.0796	 3.41262	-6.37847	 b quark	 60.7182	-22.4015	 56.1185	-4.25682
193	 b quark	   25.15	-4.52625	 15.5016	-18.8219	 b quark	 40.5543	-37.9605	 13.0958	-3.83088
